Id,Category,Title,Keyword,Location,Search_Word,Save_url
917770,cultural,북촌한옥마을,"#북촌한옥마을, #골목, #설경, #겨울",서울특별시 종로구,서울특별시 종로구 북촌한옥마을,cultural/917770.jpg
917850,cultural,창덕궁 주합루,"#창덕궁, #주합루, #어수문, #고궁, #설경, #겨울, #유네스코세계문화유산",서울특별시 종로구,서울특별시 종로구 창덕궁 주합루,cultural/917850.jpg
918099,cultural,창덕궁 인정전,"#창덕궁, #인정전, #품계석, #설경, #겨울, #유네스코세계문화유산",서울특별시 종로구,서울특별시 종로구 창덕궁 인정전,cultural/918099.jpg
918121,cultural,창덕궁,"#창덕궁, #인정전, #설경, #겨울, #유네스코세계문화유산",서울특별시 종로구,서울특별시 종로구 창덕궁,cultural/918121.jpg
918695,cultural,경복궁 향원정,"#경복궁, #향원정, #고궁, #겨울",서울특별시 종로구,서울특별시 종로구 경복궁 향원정,cultural/918695.jpg
950646,landscape,동대문종합시장,"#동대문시장, #헬로우에이피엠, #밀리오레, #두산타워, #두타, #쇼핑몰, #동대문쇼핑",서울특별시 종로구,서울특별시 종로구 동대문종합시장,landscape/950646.jpg
950762,exhibition,종로 쌈지길,"#종로, #인사동거리, #쌈지길",서울특별시 종로구,서울특별시 종로구 종로 쌈지길,exhibition/950762.jpg
973963,park,경복궁,"#설경, #겨울, #눈, #소나무",서울특별시 종로구,서울특별시 종로구 경복궁,park/973963.jpg
974905,cultural,경복궁,"#경복궁, #고궁, #잡상, #단청",서울특별시 종로구,서울특별시 종로구 경복궁,cultural/974905.jpg
975564,cultural,경복궁 아미산 굴뚝,"#경복궁, #고궁, #교태전아미산굴뚝, #선장문",서울특별시 종로구,서울특별시 종로구 경복궁 아미산 굴뚝,cultural/975564.jpg
975819,cultural,경복궁 근정전,"#경복궁, #고궁, #근정전어좌",서울특별시 종로구,서울특별시 종로구 경복궁 근정전,cultural/975819.jpg
976534,cultural,경복궁 경회루,"#경복궁, #고궁, #고드름, #경회루",서울특별시 종로구,서울특별시 종로구 경복궁 경회루,cultural/976534.jpg
